Tweet ID,Tweet_Text,Information_Source,Information_Type,Informativeness,First_Responder,Disaster_Type,Secondary_Annotation,,,,,,
2.76E+17,And I pray #pabloPH go away..,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @HuffPostWorld: Typhoon Bopha pounds Philippines, killing at least 40 http://t.co/uziL42cN",Media,Affected individuals,Related and informative,EMS,Typhoon,MMU,,,,,,
2.76E+17,RT @Godstagram: Let us pray for our fellow filipinos in the Visayas and Mindanao region. #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,The Xmas of the people who are affected of super typhoon called Pablo' is so challenging and full of trauma.,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Philippines hit by Typhoon Bopha: More than 40,000 people are moved into shelter as a typhoon hits the southern Philippines, with rep...",Outsiders,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,@yusophM hey kmusta jan? binabayo na ba kayo ni #PabloPh ?,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Antoooook. Di makatulog dahil ang ingay ng ulan! #PabloPh,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,@jereleneaguilar: Let us pray for our fellow filipinos in the Visayas and Mindanao region. #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @democracynow: As Typhoon #Bopha Wreaks Havoc, Philippine Negotiator Urges Wealthy Nations to Address Global Warming http://t.co/yrkz ...",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @TourismPinas: #ReliefPH: How to Help #PabloPH http://t.co/qwiDTeaF,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Storm Watch: #PabloPH They need immediate help. #DavaoCity https://t.co/p9CMzQNh @BongEliab @ADDU_Official @addusamahan,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,praying for our kababayans in visayas &amp; mindanao hit again by another disaster ..#typhoonpablo maglaho ka na!,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"@thatguySLATER HELP ME TREND #PabloPH #rescuePH #reliefPH #CATEEL #DAVAOORIENTAL, LET'S TREND IT! HELP MY PROVINCE :((((((((",Eyewitness,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @inquirerdotnet: Signal 2 Visayas: Aklan, Capiz, and Rest of Cebu.  #PabloPh",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @TeleTechPinas: Operations are ongoing.  Typhoon Pablo Signal no. 3 is still raised in Southern Cebu. Some programs in Bacolod,... ht ...",Business,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Have mercy on us Lord. Spare the lives of the innocent and grant speedy recovery for those afflicted. #Pablo,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @NASA: [Image of the Day] Super Typhoon Bopha http://t.co/MBPCp3FM #iotd,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon #BOPHA still producing 175 km/h sustained winds at last observation.  Here is the latest #JTWC track: http://t.co/5X38wX6H,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Prayers to everyone who's going through the rage of the storm. Stay safe! #Pablo,Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Let me feel your wrath super typhoon Pablo! #BringItOn,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,#Philippines: le #typhon #Bopha fait 52 morts et quatre disparus  http://t.co/iQx6bEio,Not applicable,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @NASA: [Image of the Day] Super Typhoon Bopha http://t.co/MBPCp3FM #iotd,NGOs,Caution and advice,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,stars sparkling amidst calm and peaceful skies over #Cebu. No more rain and wind back to normal. Thank you Lord! #cebu #banilad #PabloPH #fb,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: SEVERE WEATHER BULLETIN #10 TROPICAL CYCLONE WARNING: TYPHOON PabloPH” (BOPHA)  ISSUED AT 11:00 PM, 04... http://t.co/ ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,STORIFIED | Photos reveal Typhoon Pablo's wrath http://t.co/hWHa0k2Q,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @ABSCBNNews: RT @dennis_datu: Hinatuan,Surigao del Sur http://t.co/93P0irVf #PabloPH",Media,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @Estacion_bcp: Satelite | 4 de diciembre 2012 - El tifón #Bopha (26W) en el Océano Pacífico http://t.co/NhiciLSr,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"#Typhoon or #Hurricane, It Kills Mostly the Poor. http://t.co/Y14MDTrr #Haiti #Cuba #Philippines #Cyclone #ClimateChange #Sandy",Media,Affected individuals,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @NASA: [Image of the Day] Super Typhoon Bopha http://t.co/MBPCp3FM #iotd,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"NASA: Pablo rainfall similar to Sendong, Ondoy: MANILA, Philippines - Heavy rains being spawned by Typhoon Pablo... http://t.co/KpU7EZ6L",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Taglay ng Bagyong #PabloPH ang hanging aabot sa 130 kph at bugsong aabot sa 160 kph #UnangHirit,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @UnangHirit: #PabloPH Signal #3: Northern Palawan including Calamian Group Of Islands #UnangHirit,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"TSR Storm Alert - Typhoon BOPHA: NW Pacific: Storm Alert issued at 4 Dec, 2012 18:00 GMT Typhoon BOPHA (26W)... http://t.co/8868QRMX",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,#PABLOPH massacred my neighborhood.,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @GranTurismoFs: @Aro_thu @PaleCienfuegos @mrsrastamarley @tustasloka @Criscrgm @MartaMalvs @AdryMoMa @lolavc93 @javiervi25 #Pablo #An ...,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.76E+17,RT @breakingweather: RT @earthtoday: Photo: Super Typhoon Bopha As Seen From the Space Station http://t.co/CL3SJpk4,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @metofficestorms: #Bopha just holding on to typhoon status as it nears Palawan island en route to the South China Sea http://t.co/tfS ...,Outsiders,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,TYPHOON PABLO | As of 7AM: Lokasyon: 110km northeast of Puerto Princesa City; Lakas: 130kph; Bugso: 160kph. #PabloPH #PanahonTV,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @DZMMTeleRadyo: #PabloPH, inaasahang makakaapekto sa Metro Manila ngayong araw http://t.co/k7o5838i http://t.co/zPIMOuQv",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @RT_com: 33 killed, 56,000 evacuated as typhoon Bopha hits southern Philippines http://t.co/jqTlLybt",Outsiders,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.76E+17,RT @Karen_DaviLa: Typhoon Pablo overnight:  43 people dead in Compostela Valley. 29 dead in Davao Oriental.,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Defense Sec. Voltaire Gazmin meets his men at NDRRMC #PabloPH #DZBB http://t.co/RP1Y5ILA | via @glenjuego,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @OfficialSenPia: RT @nababaha: #Pablo now crossing Palawan. http://t.co/7dvEWqxO #PabloPH,Government,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Inaasahang magla-landfall sa Northern Palawan ang bagyong #PabloPH bago mag-tanghali ngayong araw,Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha (Cat 5) makes landfall at the Phillipines: Bopha slammed ashore on the Philippine island of M... http://t.co/XgK5WZJH #iwn,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 09:00AM 5/DEC/2012, the eye of Typhoon #PabloPH was located @115km Northeast of Puerto ... http://t.co/osjXAWOL",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,@ABSCBNNews @ANCALERTS We certainly pray #PabloPH won't turn 90 degrees to the right and head for Batasan to watch the debates,Media,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Mas enjoy ko pa si #TyphoonPablo kaysa makita pagmumukha ni #Amalayer. Late reaxon aq sa kaniya, kakainis kc kababawan niya. Pagpasenxahan.",Not applicable,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"hoping &amp; praying that my folks in northern Palawan, (town of Roxas) are safe.  mobile connection is still up as of this time #TyphoonPablo",Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Accept the consequences in every wrong decisions we made. #TyphoonPablo #VoteAgainstIsrael @NoyNoy Aquino,Government,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha kills dozens in the Philippines http://t.co/kDRwT4hd via @AJEnglish,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Prayer for casualties. Hope for missing people. Fast recovery for injured people. #PabloPH #prayforPhilippines #philippines,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @gmanews: 77 dead from #PabloPH, mostly in Compostela Valley, says USec Benito Ramos in a radio interview | via @marcmeru",Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,30.92: 'Bending down to lift up another is a good excersise for the heart.' | #PabloPH victims call out for help http://t.co/PnJ9RkWr #fb,Outsiders,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,UPDATE: Forecast track for #PabloPH http://t.co/7PUw2XPv,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @wendytabusalla: Magandang tanghali mga kagandahan!Lets all pray for the victims of typhoon Pablo. Kaya magingat tayong lahat sa mg ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,#Now cebu is signal #2 but why its so hot? maybe typhoon pablo is gone:)lorcis@ymail.com///////,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,【台風情報】台風201224号（BOPHA）は12月5日12時(JST)には北緯10.2度、東経119.4度にあって、中心の気圧は975hPa、最大風速は35メートルです。 http://t.co/sjxddU25 #bopha #TY201224,Not applicable,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,“@rapplerdotcom: 44 dead in Compostela Valley town http://t.co/JNFVTKIJ New Bataan municipality hard hit by #PabloPH #Bopha” heartbreaking.,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Didn't get in the rev for 2 consecutive days. Forgot I'm not a student anymore. Good luck to me. I'm getting ready for suicide! #PABLO,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,@iamvanessalouis ang HOT ni #PabloPH,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.76E+17,hello sunshine! :D super init.. #sunshine #sun #init #superinit #BagyongPablo #pabloPH #sky #clouds #finewea http://t.co/FCB4Apjv,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @PIACentralViz: PAGASA lifted Public Storm Warning Signal in central Visayas as of 11:00 AM of December 5, 2012.#PabloPH",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Interesting: Philippine death toll from Typhoon Bopha rises - BBC News: BBC NewsPhilippine death toll ... http://t.co/dsixVKgB Please RT,Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/CERT,,,,,,
2.76E+17,RT @TTW_ezine: CEB reschedules a number of flights for typhoon Bopha! http://t.co/6Yo40tBv,Business,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @gmanews: .@dost_pagasa: #PabloPH slows down, weakens further over Palawan; may slightly delay exit from PAR http://t.co/QHC6SSdq",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"At 1:00PM 5/DEC/2012, the center of Typhoon #PabloPH was located @80km Northwest of Roxas, Northern Palawan.  ( 11.0°N, 119.0°E ).",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"#PabloPH: http://t.co/XRvR2dyN | Check out the areas under signal #1, #2 and #3: http://t.co/mApQEg5B",Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Baganga, Davao Oriental is in need of water, foods, and clothings. #HELPBaganga #PabloPH ...",Eyewitness,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Philippine Typhoon Kills Dozens: Typhoon Bopha hit the Philippines hard Tuesday, killing dozens of people, many ... http://t.co/W9qI0qYV",Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,@noynoyaquino  pls send help to baganga davao or. Badly hit by #PabloPH  isolated bec bridge broken Ppl need food and water #HELPBAGANGA,Outsiders,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 1:00PM 5/DEC/2012, the center of Typhoon #PabloPH was located @80km Northwest of Roxas, Northern Palawan.  ( 11.0°N, ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Off to Davao. #PabloPH coverage (@ PAL T2 Boarding Gate S5) http://t.co/w1kk3Z3P,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: at 2:00PM 5/12/2012, d center of Typhoon #PabloPH was located @90km Northwest of Roxas, Northern Palawan. (11.1°N, 118. ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Scores dead as Typhoon Bopha slams Philippines http://t.co/inDaXHU4,Outsiders,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Philippines: death toll from Typhoon Bopha rises http://t.co/qEjfYxDe,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,“@TIME: More than 200 killed in the Philippines by Typhoon #Bopha | http://t.co/oHTdOO59 (via @TIMEWorld)” Praying for my fellow people!,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"NDRRMC: 95 dead, 61 injured due to Typhoon Pablo. http://t.co/Wc90yG4v",Government,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Ka init gud ang bagyo :/ #PabloPH,Outsiders,Not applicable,Related - but not informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"Hurricane hits America, everyone prays. The death toll continues to rise in the Phillipines from Typhoon Bopha, no one even mentions it.",Outsiders,Affected individuals,Related - but not informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,NASA - Super Typhoon Bopha: http://t.co/mkzgbUil,NGOs,Caution and advice,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Philippine death toll from Typhoon Bopha rises http://t.co/LqW9tVqF,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"Typhoon Bopha: Death Toll Tops 200 In Philippines; Scores Missing In Worst-Hit Areas (VIDEO): NEW BATAAN, Philip... http://t.co/CpavABRT",Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"RT @DonyaAngelica: Hoy! China! lahat na lang inangkin nyo! eto, si #PabloPH sa inyo na rin! HIYANG HIYA NAMAN KAMI SA INYO!",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha: the Philippines hit by its most powerful storm of the year via @Telegraph http://t.co/RPC1CTMi,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Drop off center for Davao-based friends to help #PabloPH victims via @AFRIMindanao  http://t.co/ou7AR1iH,NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @mybrandonboyd: Sending love and blessings to our friends in the Philippines #Typhoon Bopha,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @cnnbrk: The death toll from Typhoon Bopha in Philippines is up to 95. http://t.co/r0fxKDwG,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,RT @ANCALERTS: PAGASA: Typhoon Pablo maintains strength as it moves west northwest at 15kph #PabloPH,Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,@robertspeta Our state weather agency says #PabloPH out by tom afternoon. #Bopha,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,let us pray for all those who were affected by typhoon pablo,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"PAGASA: Typhoon Pablo last spotted at 110km northwest of Roxas, Northern Palawan... http://t.co/KsrLIkWk",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha not finished yet http://t.co/aZMBI3Lq,Outsiders,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Typhoon Bopha not finished yet: Heavy rains, flooding and landslides threaten the Philippines. http://t.co/ogss5WQc",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 05:00PM 5/DEC/2012, the eye of Typhoon #PabloPH was located at 120km Northwest of Roxas, Northern Palawan... http:// ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Bagyong Pablo Dumaguete City Aftermath https://t.co/CQqK9TGU @ANCALERTS #PabloPH,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @AlertNet: Philippines' biggest #typhoon kills at least 230, hundreds missing http://t.co/6CmsmyPW #philippines",Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.76E+17,"Heavy rains, strong winds, and flying corrogated sheets, #PabloPH came and went, noticed. Thank God mey ilaw at cell signal na.",Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Philippines typhoon death toll passes 200: Officials in the Philippines say the death toll from Typhoon Bopha ha... http://t.co/UimcfW0s,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"Ayon sa PHL Army, #PabloPH death toll, nasa 224. Sa tala ng NDRRMC, di bababa ng 95 ang bilang.",Outsiders,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,4 poultry houses down. thankyou pablo. #sarcasm #badnews #pabloPH,Eyewitness,Infrastructure and utilities,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @mybrandonboyd: Sending love and blessings to our friends in the Philippines #Typhoon Bopha,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,nakakaawa naman ung mga nabiktima ni #PabloPH. . . e di ipag-pe'pray ko na lang sila... @24Oras,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Pray for those who died :( #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @IsraelNewsfeed: Typhoon Bopha Hits Philippines, Kills over 200:  http://t.co/uDqRQKfQ",Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"RT @PlanAsia: I cannot imagine the sense of despair, says Plan Philippines chief after Typhoon Pablo: http://t.co/hdCrMgFG #PabloPH #Bopha",Business,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @ShadowLeaders: Freedom News Typhoon Bopha death toll jumps to 238:  http://t.co/1uYfbJbz #freedom #occupy ?!,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Pls continue to pray for all the people in compostella valley that has been devastated by the Typhoon Pablo. Guide &amp; make them safe Lord!,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Christmas is coming soon but people from the Southern part of Philippines are suffering because of Typhoon Pablo. :( #PrayforthePhillipines,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Too many casualtie. :( just so sad. So sad. :( #pabloph,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @kuyakim_atienza: weather: here's a copy of my typhoon pablo script for tonight's tv patrol. Patuloy po ang pag iingat. http://t.co/T ...,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"It's heartbreaking what they're showing in the news. Let's pray for the victims of TyPablo, esp. those in Cagayan Valley. #PabloPh #reliefph",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @BooksOfPatama: Let's Pray for the victims of Typhoon Pablo in Compostela Valley, New Bataan and other places that are reached by Typ ...",Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"LGU's and Nat'l government is working! RT @MrJakeRamirez:  If I were these duffus, suspend session and help #PabloPH victims!!",Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @WagTanga: Pray for the Philippines especially in Visayas and Mindanao. Keep safe everyone! #PabloPh,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @gmanews: Palace statement on #PabloPH relief operations: http://t.co/fRJYervE,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,#pablo se nos ha venido abajooo :(,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.76E+17,Palau’s Jellyfish Lake Closed Until Further Notice Following Typhoon Bopha | Oceania Television Netw http://t.co/RDpaiHFy,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"GK OPERATION WALANG IWANAN : ACTIVATED!  Even as Typhoon Pablo continues to threaten some parts of the country,... http://t.co/PcWiBoRu",NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @dost_pagasa: At 07:00PM 5/DEC/2012, the eye of Typhoon #PabloPH was located at 150km Northwest of Roxas, Northern Palawan (11.4°N 11 ...",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @Jimparedes: The Philippine Psychic Association had to cancel their annual meeting because of Typhoon Pablo. They didn't see it coming.,NGOs,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,"RT @DonyaAngelica: sa lahat ng Alipin ko sa  Visayas and Mindanao , Keep Safe! #PabloPH",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,@DailyNewsFlash: News Philippines: Typhoon Bopha leaves over 270 dead - http://t.co/mgQuTnqp http://t.co/x6bVwTvT,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,"RT @manila_bulletin: ‘Pablo’ Kills At Least 254: MANILA, Philippines --- The death toll from typhoon “Pablo” (Bopha), which has alrea... ...",Media,Affected individuals,Related and informative,EMS/Police,Typhoon,MMU/Dispatch/CERT,,,,,,
2.76E+17,"RT @ANCALERTS: Soliman: We need more children's clothes, mats, blankets, flashlights, generator sets, tents. #PabloPH #primetime",Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Want to be in the news? Give it a #trashname - #sandy is easier to memorize for the common world. Nobody writes about #bopha. #thinksmall,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.76E+17,#ANC's #PabloPH YouTube playlist (34 videos so far) http://t.co/2MB1wdrm http://t.co/2ps9yJl2,Media,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Pablo The Aftermath: December 5 6:06 AM Woke up really early today. It seems the electricity is back for good. http://t.co/8nXDHmJj,Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,RT @TheAtlantic: 'Super typhoon' Bopha kills more than 200 in the Philippines http://t.co/RvDqI1Xw via @TheAtlanticWire,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,RT @WreckitBenralph: Let's pray for all those who are affected by typhoon #PabloPH. Let's also pray for the souls of the casualties.,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Bopha hits #Philippines killing more than 280 people http://t.co/bo9aHnJa,Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/CERT,,,,,,
2.76E+17,our thoughts and prayers should go to all the families who've lost everything in typhoon bopha on the philippines. :(,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Please pray for all those affected by Typhoon Bopha in the Philippines: http://t.co/FhVSsE91,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,"Kevin Ford vyfotil hurikán Bopha, který momentálně pustoší Filipíny. #iss #bopha http://t.co/HNjG3guC",Outsiders,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.76E+17,Death Toll Climbs Dramatically in Wake of 'Super Typhoon' Bopha https://t.co/Z3ryhR5G,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.76E+17,Typhoon Bopha: Rescue crews in the Philippines are working to find hundreds of missing people in remote villages... http://t.co/pZzPZ03E,Media,Affected individuals,Related and informative,Firefighter,Typhoon,USAR,,,,,,
2.76E+17,Typhoon Bopha: Rescue crews in the Philippines are working to find hundreds of missing people in remote villages... http://t.co/vZBxxOe8,Outsiders,Affected individuals,Related and informative,Firefighter,Typhoon,USAR,,,,,,
2.76E+17,Typhoon Bopha: Rescue crews in the Philippines are working to find hundreds of missing people in remote villages... http://t.co/M6ODwZ5R,Media,Affected individuals,Related and informative,Firefighter,Typhoon,USAR,,,,,,
2.76E+17,RT @planetshakers: Our prayers are w/ our friends in the Philippines as they recover from Typhoon Pablo. Our God is #Limitless. He will  ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.76E+17,Typhoon Death Toll Rises in Philippines - Voice of America http://t.co/yQ6dF7oR #Typhoon,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
